season,teamName,teamScore,assists,reboundsDefensive,reboundsOffensive,reboundsTotal,steals,blocks,turnovers,foulsPersonal,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,plusMinusPoints
2018-2019,76ers,114.44,26.68,36.82,11.0,47.82,7.31,5.31,15.31,21.79,41.31,87.9,0.47,10.73,30.11,0.36,21.09,27.27,0.77,2.74
2018-2019,Bucks,117.59,25.95,40.74,9.47,50.21,7.33,6.0,13.85,20.15,42.84,90.73,0.47,13.5,38.28,0.35,18.42,24.19,0.76,9.51
2018-2019,Bulls,104.51,21.8,34.33,8.79,43.12,7.36,4.3,14.19,20.29,39.67,88.09,0.45,9.12,26.21,0.35,16.05,20.51,0.79,-8.37
2018-2019,Cavaliers,104.58,20.59,32.12,10.76,42.87,6.51,2.42,13.56,20.23,38.85,87.53,0.44,10.23,28.9,0.35,16.65,21.06,0.79,-8.66
2018-2019,Celtics,111.1,25.66,35.27,9.58,44.85,8.34,5.18,13.02,20.6,41.31,89.8,0.46,12.32,34.26,0.36,16.15,20.17,0.8,3.58
2018-2019,Clippers,115.05,24.15,35.64,9.81,45.45,6.9,4.67,14.69,23.6,41.21,87.77,0.47,10.05,26.15,0.38,22.58,28.46,0.79,0.66
2018-2019,Grizzlies,103.71,23.82,33.0,8.69,41.69,8.41,5.41,14.33,22.47,37.9,84.24,0.45,9.83,28.77,0.34,18.09,23.41,0.78,-2.63
2018-2019,Hawks,113.3,25.72,34.48,11.54,46.02,8.32,5.17,17.32,24.01,41.36,91.6,0.45,12.99,37.05,0.35,17.6,23.47,0.75,-5.51
2018-2019,Heat,106.25,24.11,35.18,11.21,46.39,7.8,5.47,14.94,21.16,39.66,88.06,0.45,11.31,32.47,0.35,15.63,22.4,0.69,-0.18
2018-2019,Hornets,111.01,23.36,34.01,9.75,43.76,7.21,4.98,12.38,19.26,40.27,89.64,0.45,12.0,33.88,0.35,18.47,23.19,0.79,-0.82
2018-2019,Jazz,111.22,25.89,36.39,10.01,46.4,8.28,5.8,15.27,21.32,40.17,86.32,0.47,12.06,34.06,0.35,18.83,25.49,0.74,5.0
2018-2019,Kings,113.72,25.24,34.15,11.03,45.18,8.22,4.32,13.39,21.77,42.86,93.09,0.46,11.21,29.62,0.38,16.79,23.13,0.72,-1.87
2018-2019,Knicks,104.79,20.08,34.45,10.4,44.85,7.03,5.18,14.31,21.45,38.18,88.31,0.43,9.94,29.22,0.34,18.48,24.32,0.76,-8.57
2018-2019,Lakers,111.87,25.56,36.49,10.05,46.54,7.62,5.39,15.94,21.09,42.4,90.15,0.47,10.14,30.44,0.33,16.93,24.06,0.7,-1.26
2018-2019,Magic,106.0,25.11,35.45,9.92,45.37,6.63,5.29,13.38,18.96,39.84,88.7,0.45,11.22,32.01,0.35,15.11,19.6,0.77,0.48
2018-2019,Mavericks,109.11,23.45,35.06,10.12,45.18,6.66,4.35,14.42,20.27,38.76,86.69,0.45,12.49,36.65,0.34,19.08,25.81,0.74,-1.33
2018-2019,Nets,111.84,23.52,35.26,11.03,46.3,6.68,4.12,15.35,21.69,40.08,89.74,0.45,12.55,35.98,0.35,19.13,25.57,0.75,-0.46
2018-2019,Nuggets,110.27,26.84,34.62,11.97,46.59,7.55,4.48,13.06,20.29,41.52,89.94,0.46,10.79,30.86,0.35,16.45,21.76,0.76,3.55
2018-2019,Pacers,107.09,25.48,33.91,9.4,43.31,8.66,4.93,13.88,19.73,40.9,87.12,0.47,9.49,25.63,0.37,15.8,21.01,0.75,2.69
2018-2019,Pelicans,115.29,26.94,36.31,11.09,47.41,7.43,5.4,15.08,21.24,43.55,92.29,0.47,10.31,30.15,0.34,17.88,23.72,0.75,-1.81
2018-2019,Pistons,106.53,22.58,33.44,11.44,44.88,6.95,4.01,13.59,22.27,38.74,88.92,0.44,12.13,35.07,0.34,16.92,22.69,0.75,-1.33
2018-2019,Raptors,112.7,24.67,35.28,9.29,44.57,8.31,5.17,13.73,21.55,41.2,88.28,0.47,12.26,33.89,0.36,18.04,22.31,0.81,6.29
2018-2019,Rockets,113.35,21.0,32.08,10.13,42.22,8.67,4.96,13.87,22.23,38.93,86.81,0.45,16.16,45.12,0.36,19.33,24.56,0.79,4.79
2018-2019,Spurs,110.92,24.3,35.51,9.31,44.82,6.02,4.67,11.86,18.37,42.0,88.01,0.48,9.56,24.74,0.39,17.37,21.33,0.82,1.61
2018-2019,Suns,107.09,23.76,31.22,9.23,40.45,8.88,5.09,15.72,23.76,39.87,87.07,0.46,9.6,29.28,0.33,17.74,22.88,0.78,-9.05
2018-2019,Thunder,113.73,23.2,35.43,12.59,48.02,9.23,5.3,14.15,22.76,42.18,93.54,0.45,11.24,32.42,0.35,18.13,25.29,0.72,3.34
2018-2019,Timberwolves,112.24,24.27,33.51,11.23,44.74,8.22,5.01,13.3,20.49,41.33,91.08,0.45,9.94,28.53,0.35,19.65,24.93,0.79,-2.12
2018-2019,Trail Blazers,113.9,22.6,35.8,11.63,47.43,6.7,5.05,13.75,20.83,41.77,90.3,0.46,11.22,31.05,0.36,19.14,23.73,0.81,3.87
2018-2019,Warriors,116.76,29.08,35.72,9.85,45.57,7.59,6.19,14.52,22.04,43.34,89.0,0.49,12.9,33.85,0.38,17.18,21.51,0.8,5.81
2018-2019,Wizards,114.0,26.23,32.94,9.72,42.66,8.38,4.74,14.35,21.23,42.1,90.05,0.47,11.28,33.44,0.34,18.51,24.1,0.77,-2.29
2019-2020,76ers,109.68,25.43,35.42,10.77,46.19,8.05,5.55,14.43,21.35,40.5,87.87,0.46,11.32,31.61,0.36,17.36,22.95,0.75,2.05
2019-2020,Bucks,117.88,25.66,41.64,9.25,50.89,7.31,5.75,15.54,20.44,42.71,89.84,0.48,13.78,38.79,0.36,18.67,25.05,0.74,9.53
2019-2020,Bulls,106.93,23.36,31.74,10.7,42.44,10.04,4.09,15.59,21.9,39.6,89.14,0.45,12.24,35.41,0.35,15.49,20.61,0.75,-2.83
2019-2020,Cavaliers,106.18,22.75,33.28,10.69,43.97,6.81,3.21,16.72,18.54,39.93,87.6,0.46,11.13,32.1,0.34,15.19,20.07,0.76,-8.42
2019-2020,Celtics,112.48,22.96,35.6,10.28,45.89,8.09,5.47,14.24,21.77,40.75,88.46,0.46,12.46,34.76,0.36,18.52,23.35,0.8,6.34
2019-2020,Clippers,114.71,23.33,36.55,10.27,46.82,7.14,4.53,14.52,22.49,41.01,88.56,0.46,12.33,33.62,0.37,20.36,26.01,0.79,5.29
2019-2020,Grizzlies,112.16,26.71,36.55,10.3,46.85,7.86,5.45,15.39,21.29,42.15,90.85,0.47,10.96,31.56,0.35,16.9,22.16,0.76,-1.44
2019-2020,Hawks,110.62,23.86,33.64,9.89,43.53,7.76,5.06,16.62,23.1,40.15,90.12,0.45,11.94,36.0,0.33,18.38,23.57,0.78,-8.14
2019-2020,Heat,111.84,25.8,35.66,8.35,44.01,7.45,4.43,14.97,20.61,39.32,84.36,0.47,13.34,35.89,0.37,19.86,25.1,0.79,3.31
2019-2020,Hornets,102.91,23.83,32.13,10.9,43.03,6.66,4.23,15.1,19.04,37.36,85.93,0.44,11.99,34.24,0.35,16.21,21.51,0.75,-6.0
2019-2020,Jazz,111.24,22.31,35.4,9.05,44.44,6.08,3.88,15.15,20.5,39.94,84.63,0.47,13.47,35.22,0.38,17.9,23.02,0.78,1.63
2019-2020,Kings,110.43,23.85,33.01,9.44,42.46,7.78,4.08,14.73,22.67,40.63,88.29,0.46,12.73,35.03,0.36,16.43,21.22,0.77,-1.67
2019-2020,Knicks,105.69,22.1,34.71,11.9,46.61,7.56,4.86,14.51,22.27,39.77,89.19,0.45,9.66,28.63,0.34,16.49,23.69,0.7,-6.31
2019-2020,Lakers,113.22,25.42,34.83,10.6,45.44,8.71,6.32,15.62,21.71,41.92,87.16,0.48,11.01,31.32,0.35,18.38,25.08,0.73,5.97
2019-2020,Magic,106.74,23.93,34.15,10.3,44.45,8.44,5.3,13.24,18.78,38.98,88.72,0.44,11.17,32.72,0.34,17.61,22.82,0.76,-1.48
2019-2020,Mavericks,116.36,24.39,36.53,10.29,46.82,6.21,4.7,13.13,20.11,41.33,89.98,0.46,14.92,41.02,0.36,18.79,24.38,0.77,3.78
2019-2020,Nets,110.76,24.38,36.99,10.41,47.4,6.68,4.56,15.48,21.18,39.85,89.89,0.44,13.18,38.41,0.35,17.87,24.16,0.74,-1.87
2019-2020,Nuggets,110.11,25.69,33.25,10.4,43.66,7.8,4.53,14.36,20.94,41.12,87.12,0.47,11.12,30.82,0.36,16.75,21.47,0.78,1.42
2019-2020,Pacers,109.4,25.75,34.35,8.65,43.0,7.5,5.23,13.85,20.23,41.85,88.29,0.48,10.38,28.42,0.36,15.33,19.43,0.79,2.23
2019-2020,Pelicans,116.39,26.84,35.41,10.78,46.19,7.64,4.97,16.45,21.31,42.62,91.28,0.47,13.75,36.95,0.37,17.39,23.79,0.73,0.14
2019-2020,Pistons,107.1,24.14,32.18,9.83,42.01,7.31,4.55,15.45,19.66,39.24,86.0,0.46,11.87,32.79,0.36,16.75,22.54,0.74,-3.69
2019-2020,Raptors,112.11,25.22,36.26,9.36,45.61,8.69,5.01,15.08,21.88,39.87,87.77,0.45,13.94,37.47,0.37,18.43,23.36,0.79,6.18
2019-2020,Rockets,116.6,21.7,34.17,9.47,43.64,8.92,4.87,14.95,22.24,40.16,89.73,0.45,16.05,46.14,0.35,20.22,25.59,0.79,2.86
2019-2020,Spurs,113.3,24.63,35.77,8.97,44.75,7.3,5.54,13.2,19.68,41.87,89.13,0.47,10.52,27.97,0.37,19.04,23.61,0.8,-1.7
2019-2020,Suns,113.12,26.86,33.76,9.62,43.39,8.0,3.9,15.16,22.29,40.81,87.82,0.47,11.39,32.0,0.35,20.11,24.12,0.83,0.59
2019-2020,Thunder,109.61,21.38,35.39,8.32,43.71,7.47,4.85,14.25,19.22,39.58,85.39,0.47,10.93,30.99,0.35,19.53,24.86,0.79,1.19
2019-2020,Timberwolves,113.12,23.91,34.35,10.79,45.15,8.78,5.62,15.62,21.35,40.37,92.19,0.44,13.26,39.9,0.33,19.12,25.35,0.75,-4.09
2019-2020,Trail Blazers,114.03,20.55,35.06,10.09,45.15,6.47,5.97,13.46,21.98,41.62,90.4,0.46,12.62,33.63,0.37,18.17,22.85,0.79,-2.06
2019-2020,Warriors,106.73,25.33,32.96,10.16,43.11,8.41,4.73,15.19,20.56,38.54,88.37,0.44,10.6,31.8,0.33,19.04,23.59,0.8,-8.17
2019-2020,Wizards,113.54,24.86,32.08,10.23,42.3,7.96,4.25,14.27,22.94,41.14,90.84,0.45,12.11,33.1,0.37,19.15,24.63,0.77,-3.74
2020-2021,76ers,113.93,23.85,35.13,9.87,45.0,8.91,6.17,14.38,20.78,41.52,86.58,0.48,11.2,29.88,0.38,19.69,26.17,0.75,5.9
2020-2021,Bucks,117.48,24.83,37.41,10.86,48.27,7.97,4.58,13.61,17.72,43.96,91.58,0.48,13.54,36.57,0.37,16.02,21.33,0.75,5.4
2020-2021,Bulls,110.61,26.66,35.84,9.78,45.62,6.68,4.28,15.3,18.89,42.09,88.8,0.48,12.51,34.13,0.36,13.91,17.75,0.79,-0.36
2020-2021,Cavaliers,103.62,23.72,32.46,10.39,42.86,7.78,4.5,15.92,18.54,38.38,85.32,0.45,10.08,29.72,0.34,16.78,22.62,0.74,-8.21
2020-2021,Celtics,112.2,23.14,33.34,10.81,44.15,7.7,5.44,14.12,20.52,41.04,88.91,0.46,13.46,36.62,0.37,16.66,21.35,0.78,1.0
2020-2021,Clippers,112.99,23.57,34.24,9.23,43.48,6.96,4.17,12.85,19.43,41.02,85.56,0.48,14.11,35.0,0.4,16.84,20.23,0.83,5.01
2020-2021,Grizzlies,113.53,26.52,35.31,11.14,46.46,9.11,5.16,13.33,19.19,42.8,92.0,0.47,11.29,31.86,0.35,16.65,21.72,0.77,1.0
2020-2021,Hawks,112.23,23.37,35.02,10.33,45.35,6.95,4.62,13.28,19.89,40.23,87.28,0.46,12.31,33.77,0.36,19.46,24.05,0.81,1.83
2020-2021,Heat,107.36,26.02,33.4,7.95,41.35,7.7,3.86,14.16,19.29,38.81,83.48,0.47,12.89,35.98,0.36,16.86,21.28,0.79,-1.01
2020-2021,Hornets,109.7,26.87,33.35,10.47,43.82,7.82,4.77,15.09,18.18,39.94,87.94,0.45,13.7,37.05,0.37,16.13,21.23,0.76,-1.75
2020-2021,Jazz,116.55,23.21,37.07,10.36,47.43,6.41,4.93,14.16,19.01,41.0,87.42,0.47,16.93,43.14,0.39,17.62,22.05,0.79,8.26
2020-2021,Kings,113.57,25.42,32.41,9.37,41.78,7.63,5.04,13.61,19.55,42.33,88.8,0.48,12.18,33.83,0.36,16.72,22.5,0.74,-3.47
2020-2021,Knicks,106.06,21.37,35.42,9.8,45.22,7.14,4.96,13.17,20.54,39.0,86.21,0.45,11.54,30.05,0.38,16.52,21.16,0.78,2.12
2020-2021,Lakers,108.67,24.2,34.33,9.76,44.09,7.81,5.07,15.08,19.35,40.03,85.68,0.47,11.19,31.58,0.35,17.41,23.5,0.74,2.47
2020-2021,Magic,104.55,21.96,35.32,10.42,45.74,6.99,4.47,12.93,17.39,38.49,89.62,0.43,11.0,32.14,0.34,16.58,21.43,0.78,-8.77
2020-2021,Mavericks,112.26,22.79,34.04,9.24,43.28,6.12,4.12,11.99,19.51,40.96,87.59,0.47,14.0,38.07,0.36,16.33,21.1,0.77,1.84
2020-2021,Nets,117.66,26.15,35.49,8.74,44.23,6.83,5.27,13.37,19.35,42.67,87.03,0.49,14.1,35.95,0.39,18.21,22.53,0.81,4.99
2020-2021,Nuggets,115.2,26.72,33.85,10.76,44.61,7.89,4.54,13.38,19.46,43.12,89.62,0.48,13.15,34.85,0.38,15.81,19.88,0.8,4.26
2020-2021,Pacers,115.3,27.39,33.49,9.13,42.62,8.56,6.19,13.73,20.55,43.22,91.53,0.47,12.51,34.38,0.37,16.35,20.75,0.79,-0.29
2020-2021,Pelicans,114.76,25.91,35.68,11.82,47.5,7.57,4.38,14.55,18.01,42.46,88.96,0.48,10.62,30.55,0.35,19.22,26.39,0.73,0.2
2020-2021,Pistons,105.95,23.96,33.26,9.51,42.78,7.61,5.01,15.28,20.55,38.36,85.32,0.45,11.59,33.16,0.35,17.64,23.3,0.75,-4.11
2020-2021,Raptors,111.19,24.16,32.2,9.32,41.52,8.8,5.35,13.45,21.53,39.61,88.65,0.45,14.61,39.81,0.37,17.35,21.41,0.81,-0.43
2020-2021,Rockets,109.07,23.53,33.53,9.29,42.82,7.72,5.11,14.64,19.79,39.32,88.71,0.44,13.95,40.92,0.34,16.49,22.22,0.74,-6.5
2020-2021,Spurs,110.61,24.24,34.57,9.41,43.97,7.12,5.08,11.47,18.11,41.55,90.63,0.46,9.95,28.55,0.35,17.55,22.26,0.79,-1.53
2020-2021,Suns,113.42,25.92,34.38,8.55,42.93,7.1,4.22,12.6,19.6,42.56,87.55,0.49,12.6,33.54,0.37,15.69,18.72,0.84,5.15
2020-2021,Thunder,105.16,22.03,35.93,9.91,45.84,7.04,4.37,16.21,18.09,38.83,88.17,0.44,12.01,35.13,0.34,15.49,21.33,0.73,-10.03
2020-2021,Timberwolves,112.15,25.47,33.33,10.48,43.81,8.8,5.6,14.53,21.19,40.63,90.89,0.45,13.09,37.56,0.35,17.8,23.4,0.76,-5.14
2020-2021,Trail Blazers,115.87,21.29,33.74,10.51,44.26,6.85,5.07,11.38,19.48,41.2,90.94,0.45,15.57,40.3,0.39,17.9,21.73,0.82,0.82
2020-2021,Warriors,113.4,27.44,35.32,8.03,43.35,8.21,4.94,15.22,21.44,41.13,88.21,0.47,14.53,38.74,0.37,16.61,21.26,0.78,1.61
2020-2021,Wizards,115.72,25.2,35.5,9.7,45.2,7.32,4.24,14.54,21.8,42.88,90.72,0.47,10.01,28.94,0.35,19.95,26.04,0.77,-1.77
2021-2022,76ers,109.43,23.45,33.24,8.53,41.78,7.82,5.26,12.99,19.63,39.15,83.97,0.47,11.73,32.07,0.37,19.39,23.66,0.82,2.51
2021-2022,Bucks,113.62,23.45,36.93,10.15,47.08,7.44,4.07,13.55,18.23,41.41,89.15,0.46,13.65,37.56,0.36,17.14,22.3,0.77,2.87
2021-2022,Bulls,110.99,24.01,34.1,8.77,42.87,7.41,4.15,12.85,18.84,41.57,87.55,0.48,10.66,29.4,0.36,17.19,21.11,0.81,-0.21
2021-2022,Cavaliers,107.34,25.09,33.9,10.1,44.0,7.28,4.19,14.71,17.49,39.52,84.57,0.47,11.55,32.6,0.35,16.75,22.19,0.76,1.51
2021-2022,Celtics,110.09,24.68,35.22,10.14,45.35,7.08,5.92,14.02,19.01,39.7,86.12,0.46,13.37,37.12,0.36,17.32,21.34,0.81,6.04
2021-2022,Clippers,108.07,23.98,34.88,9.24,44.11,7.35,5.0,13.92,18.91,39.83,87.45,0.46,12.64,34.12,0.37,15.77,20.0,0.79,-0.65
2021-2022,Grizzlies,114.71,25.75,35.08,13.84,48.92,9.69,6.52,13.6,19.79,42.92,93.83,0.46,11.79,33.44,0.35,17.08,23.19,0.74,5.51
2021-2022,Hawks,112.71,24.27,33.92,9.95,43.87,7.16,4.18,12.28,18.99,41.0,87.83,0.47,12.78,34.41,0.37,17.92,22.11,0.81,1.22
2021-2022,Heat,109.08,24.76,33.51,10.0,43.51,7.6,3.4,14.52,20.73,39.36,85.13,0.46,13.14,35.72,0.37,17.22,21.4,0.81,4.57
2021-2022,Hornets,114.17,27.69,33.72,10.84,44.56,8.59,4.92,13.54,19.95,42.36,91.32,0.47,13.68,37.94,0.36,15.78,21.37,0.74,-0.38
2021-2022,Jazz,112.47,22.1,35.62,10.6,46.22,7.09,4.86,13.89,19.12,40.22,86.1,0.47,14.16,39.89,0.35,17.87,23.27,0.77,5.0
2021-2022,Kings,110.44,23.67,33.47,9.58,43.05,7.33,4.45,14.06,19.01,40.55,88.38,0.46,11.64,33.77,0.35,17.71,23.08,0.77,-4.7
2021-2022,Knicks,106.93,22.07,34.84,11.38,46.22,6.94,4.85,13.16,20.45,37.85,86.57,0.44,13.31,37.13,0.36,17.92,23.97,0.75,0.45
2021-2022,Lakers,111.51,23.88,34.69,9.5,44.19,7.73,5.18,14.89,20.39,41.33,88.73,0.47,11.95,34.47,0.35,16.9,23.12,0.73,-3.66
2021-2022,Magic,103.87,23.63,35.26,9.08,44.34,6.84,4.73,14.6,19.59,38.17,88.15,0.43,12.19,36.7,0.33,15.34,19.49,0.79,-7.85
2021-2022,Mavericks,108.13,22.9,33.46,8.97,42.43,6.92,3.86,12.12,19.93,38.98,84.75,0.46,13.53,38.06,0.36,16.64,21.62,0.77,3.66
2021-2022,Nets,112.77,25.08,33.74,10.15,43.89,7.25,5.53,14.34,20.62,41.84,87.69,0.48,11.54,31.58,0.36,17.56,22.0,0.8,0.86
2021-2022,Nuggets,112.34,27.48,34.79,9.23,44.02,7.25,3.87,14.73,20.36,41.37,86.29,0.48,12.75,36.16,0.35,16.85,21.26,0.79,1.53
2021-2022,Pacers,111.12,25.36,32.74,11.23,43.98,7.19,5.62,14.52,20.42,41.36,89.5,0.46,12.13,35.48,0.34,16.27,21.24,0.77,-3.62
2021-2022,Pelicans,108.91,24.55,33.29,12.18,45.47,8.03,4.0,14.19,19.81,40.02,87.89,0.46,10.54,31.59,0.34,18.33,23.41,0.78,-0.91
2021-2022,Pistons,104.83,23.42,32.12,10.88,43.0,7.63,4.86,14.31,21.76,38.16,88.41,0.43,11.21,34.47,0.33,17.29,22.08,0.78,-7.36
2021-2022,Raptors,109.2,22.15,31.81,13.1,44.9,9.01,4.68,12.6,19.9,40.58,91.14,0.45,11.94,34.4,0.35,16.11,21.2,0.76,1.72
2021-2022,Rockets,109.51,23.44,32.7,9.72,42.42,7.35,4.65,16.65,20.73,39.26,86.42,0.46,13.33,38.47,0.34,17.67,24.9,0.71,-8.59
2021-2022,Spurs,112.84,27.68,34.49,10.98,45.47,7.52,4.88,12.83,18.2,43.11,92.73,0.47,11.38,32.26,0.35,15.24,20.27,0.75,0.47
2021-2022,Suns,113.94,27.16,35.09,9.73,44.82,8.4,4.28,13.13,20.16,43.37,89.24,0.49,11.37,31.33,0.36,15.82,19.7,0.8,7.13
2021-2022,Thunder,103.81,22.28,35.26,10.33,45.58,7.63,4.58,14.05,18.33,38.31,89.19,0.43,12.24,37.77,0.32,14.94,19.86,0.75,-7.94
2021-2022,Timberwolves,115.39,25.48,33.16,10.9,44.06,8.94,5.74,14.6,22.18,41.26,90.44,0.46,14.59,40.83,0.36,18.28,23.45,0.78,2.58
2021-2022,Trail Blazers,105.6,22.69,32.71,10.31,43.02,8.07,4.44,14.9,20.93,38.3,86.91,0.44,12.57,36.78,0.34,16.43,21.59,0.76,-9.27
2021-2022,Warriors,111.35,27.13,35.65,9.78,45.43,8.75,4.6,14.88,21.09,40.67,86.73,0.47,14.39,39.49,0.37,15.62,20.35,0.77,5.99
2021-2022,Wizards,108.43,24.83,34.34,8.94,43.29,6.49,5.09,13.17,19.05,40.33,86.06,0.47,10.52,31.01,0.34,17.24,22.14,0.78,-3.43
2022-2023,76ers,113.69,24.38,32.38,9.04,41.42,7.95,4.81,13.53,20.31,40.37,84.31,0.48,12.59,32.97,0.38,20.36,24.22,0.84,3.9
2022-2023,Bucks,116.39,25.64,37.03,11.14,48.17,6.48,4.74,14.87,18.39,42.46,90.27,0.47,14.85,40.38,0.37,16.63,22.42,0.75,2.6
2022-2023,Bulls,113.34,24.66,33.95,8.47,42.42,7.85,4.59,13.62,19.19,42.64,86.76,0.49,10.41,28.85,0.36,17.66,21.81,0.81,1.74
2022-2023,Cavaliers,110.97,24.67,31.35,9.65,41.0,7.14,4.71,13.57,19.23,41.04,84.81,0.49,11.52,31.48,0.36,17.36,22.35,0.78,4.36
2022-2023,Celtics,117.07,26.35,35.43,9.66,45.09,6.21,5.4,13.37,18.74,41.96,88.22,0.48,15.77,42.09,0.37,17.37,21.39,0.81,6.07
2022-2023,Clippers,113.62,23.81,33.22,9.8,43.02,7.16,4.52,14.34,19.76,40.94,86.13,0.48,12.71,33.48,0.38,19.02,24.21,0.78,0.01
2022-2023,Grizzlies,115.81,25.73,34.49,12.13,46.62,8.39,5.57,13.85,20.01,43.08,91.94,0.47,11.86,34.44,0.34,17.8,24.11,0.75,3.26
2022-2023,Hawks,117.99,24.88,33.26,11.29,44.55,7.01,4.87,12.9,18.72,44.41,92.44,0.48,11.0,31.06,0.36,18.17,22.34,0.81,0.08
2022-2023,Heat,109.33,23.93,31.11,9.69,40.79,7.89,3.17,13.15,19.07,39.27,85.86,0.46,12.23,34.87,0.35,18.56,22.46,0.83,0.5
2022-2023,Hornets,110.25,24.76,33.53,11.17,44.7,7.78,5.24,14.33,20.3,41.02,90.52,0.46,10.54,32.48,0.32,17.67,23.71,0.75,-6.91
2022-2023,Jazz,116.34,25.85,34.13,11.91,46.03,6.2,5.21,15.57,20.58,42.28,89.9,0.47,13.21,37.67,0.35,18.57,23.84,0.78,-1.31
2022-2023,Kings,120.03,26.92,33.12,10.0,43.12,7.3,3.47,13.68,20.29,43.32,88.98,0.49,13.73,37.66,0.36,19.66,25.11,0.78,3.63
2022-2023,Knicks,114.1,22.55,33.98,12.62,46.6,6.58,4.27,13.2,20.22,41.23,88.73,0.47,12.29,35.49,0.35,19.36,25.42,0.76,2.98
2022-2023,Lakers,115.48,25.07,35.86,9.73,45.59,6.5,4.99,14.13,18.11,42.04,88.51,0.48,10.7,31.47,0.34,20.7,26.62,0.78,-0.07
2022-2023,Magic,111.13,23.28,33.26,10.2,43.46,7.53,4.74,15.31,20.32,40.37,86.23,0.47,10.87,31.62,0.35,19.52,24.86,0.79,-2.12
2022-2023,Mavericks,113.93,22.98,31.21,7.56,38.78,6.47,3.75,12.39,20.78,39.89,84.2,0.47,15.21,41.14,0.37,18.93,25.04,0.75,0.2
2022-2023,Nets,111.91,25.3,32.32,8.11,40.43,7.17,6.04,14.0,20.94,40.89,84.57,0.48,12.58,33.72,0.37,17.56,22.11,0.79,0.21
2022-2023,Nuggets,115.23,28.12,33.24,10.06,43.3,7.44,4.4,14.13,18.82,43.17,86.25,0.5,11.66,30.96,0.37,17.23,22.66,0.76,4.02
2022-2023,Pacers,116.21,26.99,31.62,10.17,41.79,7.65,5.93,14.98,21.38,42.01,89.66,0.47,13.4,36.79,0.36,18.79,23.78,0.79,-2.93
2022-2023,Pelicans,114.39,25.95,33.39,10.65,44.03,8.34,4.2,14.67,20.74,41.98,87.73,0.48,10.9,30.19,0.36,19.53,24.7,0.79,2.16
2022-2023,Pistons,109.91,22.95,31.47,11.16,42.63,6.9,3.84,15.29,22.29,39.34,87.13,0.45,11.49,33.0,0.35,19.74,25.6,0.77,-8.19
2022-2023,Raptors,112.88,23.64,30.76,12.9,43.66,9.4,5.22,11.9,20.19,41.85,91.58,0.46,10.58,32.06,0.33,18.59,24.09,0.78,1.69
2022-2023,Rockets,111.2,22.51,33.15,13.44,46.59,7.37,4.55,16.43,20.64,40.73,88.94,0.46,10.67,32.17,0.33,19.06,25.3,0.75,-6.5
2022-2023,Spurs,112.46,27.02,32.14,11.76,43.9,7.02,4.03,15.47,20.05,42.72,92.31,0.46,11.08,32.4,0.34,15.93,21.51,0.74,-9.94
2022-2023,Suns,113.57,26.8,32.35,11.54,43.9,7.11,5.33,13.48,21.49,42.02,89.68,0.47,11.83,31.93,0.37,17.7,22.23,0.8,1.52
2022-2023,Thunder,116.95,24.28,32.27,11.4,43.67,8.34,4.25,13.28,21.01,42.78,92.12,0.47,12.06,34.17,0.35,19.33,23.98,0.8,1.4
2022-2023,Timberwolves,115.07,26.1,33.15,8.9,42.05,8.16,5.41,15.3,21.6,42.45,87.18,0.49,12.12,33.39,0.36,18.06,23.86,0.76,-0.06
2022-2023,Trail Blazers,112.66,23.91,31.02,9.45,40.48,6.78,4.64,14.65,20.17,40.06,85.06,0.47,12.7,34.97,0.36,19.85,25.03,0.79,-4.64
2022-2023,Warriors,118.09,29.58,34.12,10.84,44.96,7.27,4.03,16.1,21.84,42.92,90.56,0.48,16.23,42.98,0.38,16.02,20.35,0.79,1.8
2022-2023,Wizards,112.69,25.39,34.08,9.45,43.53,6.92,5.24,14.12,18.86,41.93,86.96,0.48,11.24,31.88,0.35,17.6,22.44,0.79,-1.35
2023-2024,76ers,114.03,24.81,31.77,11.12,42.89,8.4,5.98,12.14,20.48,41.16,89.14,0.46,12.35,33.85,0.36,19.35,23.46,0.82,2.72
2023-2024,Bucks,117.82,26.23,34.82,9.53,44.34,6.85,4.97,13.01,19.15,42.8,88.6,0.48,13.97,37.9,0.37,18.26,23.59,0.77,2.32
2023-2024,Bulls,112.04,25.08,32.48,11.35,43.83,7.94,4.79,12.48,18.96,42.06,89.9,0.47,11.51,32.17,0.36,16.43,20.73,0.79,-1.4
2023-2024,Cavaliers,110.61,27.18,33.2,9.45,42.65,7.37,4.66,13.59,17.95,41.13,86.71,0.47,13.12,36.46,0.36,15.22,19.93,0.76,1.26
2023-2024,Celtics,118.27,26.24,35.26,10.62,45.89,6.85,6.25,12.05,16.25,42.98,89.09,0.48,16.08,42.2,0.38,16.23,20.13,0.81,10.72
2023-2024,Clippers,114.0,25.04,32.87,10.21,43.08,7.78,4.99,13.26,18.91,41.74,86.46,0.48,12.37,32.86,0.38,18.15,22.13,0.83,2.76
2023-2024,Grizzlies,106.37,24.83,31.94,10.84,42.78,8.24,6.22,15.16,19.16,38.55,88.48,0.44,13.14,38.18,0.34,16.13,21.1,0.76,-6.49
